6.728206872940063477e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.955897521972656250e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.245337486267089844e-01 2.524271905422210693e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.475728392601013184e-01 1.391067981719970703e+01 5.825242772698402405e-02 4.854368790984153748e-02
6.161145567893981934e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.940235137939453125e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.236510872840881348e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.284733581542968750e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.981870651245117188e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.274691772460937500e+01 0.000000000000000000e+00 5.213269963860511780e-02
4.800597727298736572e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.179266357421875000e+01 0.000000000000000000e+00 3.669724613428115845e-02
6.131535768508911133e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.325581461191177368e-01 7.674418687820434570e-01 4.936279296875000000e+01 0.000000000000000000e+00 1.744186133146286011e-02
6.138358712196350098e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.807017564773559570e-01 7.192982435226440430e-01 6.071110916137695312e+01 0.000000000000000000e+00 2.923976629972457886e-02
5.517655611038208008e-01 3.157894685864448547e-02 3.684210404753684998e-02 4.368421137332916260e-01 4.947368502616882324e-01 3.720210647583007812e+01 5.789473652839660645e-02 1.263157874345779419e-01
4.566981792449951172e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.695720481872558594e+01 1.091703027486801147e-02 2.620087377727031708e-02
5.108652114868164062e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.318058395385742188e+01 1.699029095470905304e-02 0.000000000000000000e+00
5.953451395034790039e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.633409118652343750e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.081804633140563965e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.710982441902160645e-01 2.890173345804214478e-02 4.624046325683593750e+01 0.000000000000000000e+00 1.734104007482528687e-02
6.515499949455261230e-01 2.643678188323974609e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.356321811676025391e-01 1.684444427490234375e+01 8.429118990898132324e-02 8.045977354049682617e-02
4.098650813102722168e-01 2.460937500000000000e-01 1.171875000000000000e-02 7.421875000000000000e-01 0.000000000000000000e+00 3.999218750000000000e+01 0.000000000000000000e+00 7.031250000000000000e-02
6.219505071640014648e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.775147914886474609e-01 8.224852085113525391e-01 6.470296478271484375e+01 0.000000000000000000e+00 1.183431968092918396e-02
5.615487098693847656e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.978723645210266113e-01 2.021276652812957764e-01 7.392340087890625000e+01 0.000000000000000000e+00 4.787234216928482056e-02
6.021950244903564453e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.678160905838012695e-01 6.321839094161987305e-01 7.180688476562500000e+01 0.000000000000000000e+00 6.896551698446273804e-02
4.542975425720214844e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.102857208251953125e+01 1.515151560306549072e-02 2.597402594983577728e-02
4.537252187728881836e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.114978408813476562e+01 1.082251127809286118e-02 8.658008649945259094e-03
3.079887330532073975e-01 3.519061580300331116e-02 2.023460417985916138e-01 7.624633312225341797e-01 0.000000000000000000e+00 5.941466903686523438e+01 5.865102633833885193e-03 1.876832842826843262e-01
4.060716331005096436e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.103875732421875000e+01 0.000000000000000000e+00 3.875968977808952332e-02
6.259517669677734375e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.069523620605468750e+01 8.184523582458496094e-01 0.000000000000000000e+00
6.620401740074157715e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.914717292785644531e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.243861913681030273e-01 8.333333581686019897e-02 0.000000000000000000e+00 3.035714328289031982e-01 6.130952239036560059e-01 4.204047775268554688e+01 1.785714365541934967e-02 4.166666790843009949e-02
5.220940113067626953e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.603960514068603516e-01 5.396039485931396484e-01 2.606732749938964844e+01 3.712871298193931580e-02 1.485148537904024124e-02
6.361364126205444336e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.818181872367858887e-01 8.181818127632141113e-01 7.279272460937500000e+01 1.818181760609149933e-02 1.212121173739433289e-02
3.543815314769744873e-01 1.385135203599929810e-01 1.790540516376495361e-01 5.540540814399719238e-01 1.283783763647079468e-01 4.653513717651367188e+01 0.000000000000000000e+00 3.682432472705841064e-01
5.031625628471374512e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.124401688575744629e-01 3.875598013401031494e-01 2.772631454467773438e+01 0.000000000000000000e+00 1.913875527679920197e-02
6.513845324516296387e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.861863327026367188e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.986583828926086426e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.283885955810546875e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.943908810615539551e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.180973815917968750e+01 0.000000000000000000e+00 3.370786458253860474e-02
6.583856344223022461e-01 3.773584961891174316e-02 0.000000000000000000e+00 1.949685513973236084e-01 7.672955989837646484e-01 3.066666841506958008e+00 1.918238997459411621e-01 2.327044010162353516e-01
6.161746978759765625e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.433917999267578125e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.257286071777343750e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.407380676269531250e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.933159112930297852e-01 1.535580456256866455e-01 7.116104662418365479e-02 4.382022619247436523e-01 3.370786607265472412e-01 2.591460800170898438e+01 6.928838789463043213e-02 3.146067559719085693e-01
5.551417469978332520e-01 5.263158120214939117e-03 0.000000000000000000e+00 7.368420958518981934e-01 2.578947246074676514e-01 7.927368164062500000e+01 0.000000000000000000e+00 2.631578966975212097e-02
6.244699358940124512e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.478095245361328125e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.046877264976501465e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.569377899169921875e-01 4.306220263242721558e-02 7.947559356689453125e+01 0.000000000000000000e+00 3.827751055359840393e-02
6.046580076217651367e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.719770050048828125e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.242749094963073730e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.803333473205566406e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.128021836280822754e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.463414669036865234e-01 2.536585330963134766e-01 2.735999870300292969e+01 7.317073177546262741e-03 9.268292784690856934e-02
6.349804401397705078e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.717349433898925781e+01 0.000000000000000000e+00 0.000000000000000000e+00
5.948606133460998535e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.727272808551788330e-01 7.272727489471435547e-01 8.287954711914062500e+01 0.000000000000000000e+00 5.681818351149559021e-02
5.992767810821533203e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.186514282226562500e+01 1.457142829895019531e-01 5.714285746216773987e-02
